movie_id,title,content_type,genre_primary,genre_secondary,release_year,duration_minutes,rating,language,country_of_origin,imdb_rating,production_budget,box_office_revenue,number_of_seasons,number_of_episodes,is_netflix_original,added_to_platform,content_warning
movie_0177,Fire Princess,Movie,Drama,Not Specified,2022,99,PG,Italian,USA,9.1,"197,326,642","5,829,409",1,6,TRUE,2024-09-21,FALSE
movie_0178,Our Princess,TV Series,Animation,Not Specified,2002,55,G,English,South Korea,5.6,"68,373","28,637",1,6,FALSE,2023-11-30,FALSE
movie_0179,Battle Empire,TV Series,Documentary,Not Specified,2014,41,TV-PG,Spanish,UK,0.8,"68,373","28,637",6,20,TRUE,2023-03-30,FALSE
movie_0180,Story Queen,TV Series,Action,Not Specified,2010,26,G,English,USA,6.5,"68,373","28,637",1,159,FALSE,2020-11-18,FALSE
movie_0181,Phoenix Hero,TV Series,Crime,Not Specified,2020,43,G,English,UK,7.4,"68,373","28,637",4,134,FALSE,2023-09-22,FALSE
movie_0182,Mystery Adventure,Movie,Thriller,Not Specified,1990,125,TV-14,English,USA,5.7,"5,738,797","1,406,285",1,6,FALSE,2024-10-09,FALSE
movie_0183,House Phoenix,TV Series,Music,Romance,1999,42,G,English,USA,0.5,"68,373","28,637",14,85,TRUE,2024-05-04,FALSE
movie_0184,Legend House,Documentary,Documentary,Not Specified,2000,84,PG-13,English,USA,7.3,"68,373","28,637",1,6,TRUE,2021-06-26,FALSE
movie_0185,King Ice,Documentary,History,Not Specified,2020,83,TV-G,English,USA,7.4,"68,373","28,637",1,6,FALSE,2023-04-29,FALSE
movie_0186,Old House,TV Series,Comedy,Not Specified,1999,70,TV-G,English,USA,0.5,"68,373","28,637",9,151,FALSE,2024-03-08,TRUE
movie_0187,First Journey,Documentary,Crime,Not Specified,2012,102,TV-Y,English,South Korea,8.2,"68,373","28,637",1,6,FALSE,2024-02-07,FALSE
movie_0188,Our Hero,Movie,Comedy,Not Specified,1998,111,TV-PG,English,USA,9.3,"6,199,801","15,193,445",1,6,FALSE,2022-09-12,FALSE
movie_0189,Family Mission,Movie,Documentary,Not Specified,1993,85,TV-MA,Japanese,USA,5.8,"593,000","99,504,513",1,6,FALSE,2020-10-10,FALSE
movie_0190,Princess Night,Documentary,Fantasy,Not Specified,2010,94,TV-MA,English,USA,6,"68,373","28,637",1,6,TRUE,2020-11-19,TRUE
movie_0191,War Kingdom,Stand-up Comedy,Adventure,Not Specified,2006,36,G,English,USA,5.5,"68,373","28,637",1,6,FALSE,2022-07-12,FALSE
movie_0192,Family Queen,Movie,Comedy,Horror,2021,127,PG,Korean,Canada,6.1,"52,114,579","24,037,884",1,6,FALSE,2020-09-10,FALSE
movie_0193,Love Story,Movie,Animation,Not Specified,2002,53,TV-MA,English,India,4.3,"5,819,919","20,052,531",1,6,TRUE,2023-01-24,FALSE
movie_0194,The Phoenix,Movie,Western,Not Specified,2016,153,PG,German,USA,5.9,"7,058,434","11,893,984",1,6,FALSE,2022-12-03,FALSE
movie_0195,New Phoenix,Limited Series,Music,Not Specified,1996,18,NC-17,Korean,Canada,6.4,"68,373","28,637",6,151,FALSE,2022-06-15,FALSE
movie_0196,Legend Mission,Movie,Mystery,Not Specified,2014,69,TV-Y,Korean,Japan,4.3,"5,542,251","1,949,871",1,6,FALSE,2022-10-21,FALSE
movie_0197,Adventure War,Documentary,History,Biography,1998,78,TV-MA,French,South Korea,7.3,"68,373","28,637",1,6,TRUE,2021-10-04,FALSE
movie_0198,Phoenix Family,TV Series,Sport,Not Specified,2007,48,TV-PG,Hindi,USA,4.9,"68,373","28,637",6,141,TRUE,2023-01-02,FALSE
movie_0199,A Love,TV Series,Music,Not Specified,1992,23,TV-Y7,English,India,8.3,"68,373","28,637",3,53,FALSE,2020-08-30,FALSE
movie_0200,Legend Secret,TV Series,Drama,Not Specified,2002,10,NC-17,English,USA,4.6,"68,373","28,637",14,79,FALSE,2024-10-15,FALSE
movie_0201,Secret Battle,Movie,Adventure,Not Specified,2012,142,R,English,USA,5.6,"573,288","28,637",1,6,FALSE,2022-05-27,TRUE
movie_0202,City Empire,Stand-up Comedy,Horror,Adventure,1961,47,TV-14,Spanish,France,6.1,"68,373","28,637",1,6,FALSE,2020-11-30,FALSE
movie_0203,First Journey,Documentary,Action,Family,2008,87,TV-PG,English,Canada,0.5,"68,373","28,637",1,6,TRUE,2023-01-19,FALSE
movie_0204,My Quest,Movie,Action,Not Specified,1998,100,TV-14,English,UK,5.3,"1,055,495","1,732,903",1,6,FALSE,2023-04-24,TRUE
movie_0205,Adventure Legend,TV Series,Drama,Adventure,2021,73,R,Japanese,USA,6.5,"68,373","28,637",2,109,FALSE,2020-11-18,FALSE
movie_0206,Big Dragon,TV Series,Romance,Not Specified,2003,50,PG-13,English,Canada,6,"68,373","28,637",9,97,FALSE,2023-04-13,FALSE
movie_0207,Family Ice,TV Series,Sport,Mystery,1992,34,R,English,USA,7.5,"68,373","28,637",8,15,TRUE,2020-08-02,TRUE
movie_0208,The Story,Movie,Thriller,Not Specified,1993,109,R,Spanish,USA,7.4,"5,539,041","28,637",1,6,TRUE,2021-04-28,FALSE
movie_0209,King Dragon,TV Series,History,Not Specified,2023,44,TV-G,English,USA,6.2,"68,373","28,637",9,89,TRUE,2022-06-16,TRUE
movie_0210,Princess Kingdom,Movie,Sport,Not Specified,2018,83,TV-14,German,Canada,2.7,"2,206,961","28,637",1,6,FALSE,2022-02-15,FALSE
movie_0211,Kingdom Princess,TV Series,Romance,Not Specified,1998,39,PG-13,Italian,USA,6.1,"68,373","28,637",2,97,FALSE,2022-04-12,FALSE
movie_0212,Story King,Stand-up Comedy,War,Not Specified,2011,33,TV-Y,Hindi,UK,8,"68,373","28,637",1,6,FALSE,2022-12-08,FALSE
movie_0213,Queen House,TV Series,Fantasy,Not Specified,2015,44,PG,English,Canada,7.9,"68,373","28,637",10,115,TRUE,2025-03-15,FALSE
movie_0214,Last Dragon,Stand-up Comedy,Animation,Comedy,1966,47,TV-Y7,English,USA,4.3,"68,373","28,637",1,6,FALSE,2024-11-12,FALSE
movie_0215,City Warrior,Movie,Western,Not Specified,2008,135,NC-17,English,USA,6.8,"10,268,769","1,769,234",1,6,FALSE,2024-02-24,FALSE
movie_0216,Day City,Documentary,Action,Not Specified,1993,85,G,Spanish,South Korea,8.5,"68,373","28,637",1,6,FALSE,2024-03-02,FALSE
movie_0217,Quest Secret,Movie,Drama,Not Specified,2008,93,TV-G,English,UK,6.9,"1,331,293","136,118,745",1,6,FALSE,2024-10-25,FALSE
movie_0218,Journey Mission,Movie,Action,Documentary,1995,93,NC-17,English,India,6.2,"8,955,476","5,873,907",1,6,FALSE,2020-12-19,FALSE
movie_0219,Bright Adventure,Movie,Comedy,Not Specified,2021,102,NC-17,English,Canada,7.1,"1,852,812","323,259",1,6,TRUE,2025-03-09,FALSE
movie_0220,An War,TV Series,Comedy,History,2009,47,TV-MA,French,Germany,8.1,"68,373","28,637",9,40,FALSE,2022-02-21,FALSE
movie_0221,Empire Kingdom,Documentary,Crime,Not Specified,2016,46,TV-PG,English,USA,8.7,"68,373","28,637",1,6,FALSE,2021-06-25,FALSE
movie_0222,Battle Phoenix,TV Series,Western,Drama,1994,329,TV-MA,Japanese,USA,0.5,"68,373","28,637",11,153,FALSE,2020-10-30,FALSE
movie_0223,Story Phoenix,TV Series,History,Not Specified,2006,50,TV-G,Hindi,USA,6.3,"68,373","28,637",1,156,FALSE,2020-10-22,FALSE
movie_0224,The Princess,TV Series,Drama,Not Specified,1994,62,R,German,USA,0.5,"68,373","28,637",2,43,FALSE,2021-05-12,FALSE
movie_0225,Our Family,Movie,Adventure,Drama,1994,119,PG-13,Spanish,India,7.4,"13,813,223","28,637",1,6,TRUE,2023-05-16,FALSE
movie_0226,A Dream,Stand-up Comedy,Western,Not Specified,1998,67,TV-MA,English,USA,5.7,"68,373","28,637",1,6,FALSE,2022-03-23,FALSE
movie_0227,Last Storm,Stand-up Comedy,Family,Not Specified,2012,59,G,English,USA,6.8,"68,373","28,637",1,6,FALSE,2023-08-14,FALSE
movie_0228,City Family,Movie,Family,Not Specified,2015,144,TV-G,Korean,UK,6.4,"951,503","8,854,233",1,6,FALSE,2023-06-04,TRUE
movie_0229,Last Secret,Movie,Drama,Not Specified,2003,115,PG-13,English,India,6.1,"2,856,217","7,370,946",1,6,FALSE,2024-03-04,FALSE
movie_0230,Kingdom King,Movie,Biography,Not Specified,2005,491,TV-14,Spanish,USA,7.2,"7,047,373","7,555,541",1,6,FALSE,2021-06-04,FALSE
movie_0231,Storm Quest,Limited Series,Mystery,Not Specified,2020,36,TV-Y,German,South Korea,7.5,"68,373","28,637",10,88,FALSE,2025-06-19,FALSE
movie_0232,Kingdom War,TV Series,Sci-Fi,Not Specified,2023,38,R,English,USA,5.5,"68,373","28,637",14,42,FALSE,2023-12-01,FALSE
movie_0233,Storm Ice,Movie,History,War,2020,131,PG,English,USA,7.1,"68,373","5,648,567",1,6,FALSE,2021-07-31,FALSE
movie_0234,An Fire,TV Series,Horror,Music,1991,58,TV-Y7,Japanese,South Korea,8.5,"68,373","28,637",1,178,FALSE,2021-01-11,FALSE
movie_0235,Empire Story,Limited Series,Crime,Action,2011,45,G,English,USA,3.7,"68,373","28,637",10,18,FALSE,2022-03-06,FALSE
movie_0236,Queen Warrior,Stand-up Comedy,Action,Animation,2006,81,TV-14,English,Canada,0.5,"68,373","28,637",1,6,FALSE,2024-08-22,FALSE
movie_0237,Legend Warrior,TV Series,Animation,Not Specified,2002,24,PG-13,English,Japan,0.5,"68,373","28,637",8,82,FALSE,2020-09-30,FALSE
movie_0238,Bright Journey,TV Series,Adventure,Not Specified,2011,46,PG-13,Korean,USA,8.7,"68,373","28,637",4,133,FALSE,2022-02-03,FALSE
movie_0239,Kingdom Dream,Documentary,Sci-Fi,Drama,2015,79,G,Italian,USA,5.7,"68,373","28,637",1,6,FALSE,2022-10-17,FALSE
movie_0240,Last House,Movie,Drama,Not Specified,2022,152,NC-17,French,USA,0.5,"68,373","38,401,267",1,6,FALSE,2024-12-02,FALSE
movie_0241,Dark Ice,TV Series,War,Not Specified,2003,13,TV-14,Japanese,USA,4.9,"68,373","28,637",10,90,FALSE,2022-06-22,FALSE
movie_0242,Mission Storm,Documentary,Sci-Fi,Not Specified,2022,56,TV-14,English,USA,6.9,"68,373","28,637",1,6,TRUE,2021-06-16,FALSE
movie_0243,New Quest,Movie,Comedy,Not Specified,1997,147,TV-MA,Italian,USA,6.9,"1,340,534","7,497,976",1,6,TRUE,2022-12-11,FALSE
movie_0244,Little City,Movie,History,Not Specified,2005,563,TV-G,English,USA,5,"2,185,872","141,933,150",1,6,FALSE,2020-12-25,FALSE
movie_0245,Night King,Movie,Mystery,Comedy,2010,81,TV-Y7,German,USA,5.5,"68,373","28,637",1,6,FALSE,2024-05-28,FALSE
movie_0246,Empire Adventure,Documentary,Documentary,Not Specified,2001,71,NC-17,English,UK,1.2,"68,373","28,637",1,6,FALSE,2022-10-12,FALSE
movie_0247,Bright Princess,Documentary,Documentary,Not Specified,2014,84,TV-PG,English,France,6.4,"68,373","28,637",1,6,FALSE,2022-07-16,TRUE
movie_0248,Love Storm,TV Series,Mystery,Not Specified,2002,17,TV-PG,Spanish,Japan,7,"68,373","28,637",3,39,FALSE,2024-02-13,FALSE
movie_0249,City Storm,Documentary,War,Action,2009,67,TV-14,Hindi,USA,6.5,"68,373","28,637",1,6,FALSE,2025-07-14,FALSE
movie_0250,First Ice,Limited Series,Sci-Fi,Mystery,2002,21,G,English,USA,2.6,"68,373","28,637",5,170,FALSE,2024-07-24,TRUE
movie_0251,Queen Mystery,Limited Series,Comedy,Not Specified,2013,0,TV-G,English,South Korea,0.5,"68,373","28,637",2,24,FALSE,2021-01-16,FALSE
movie_0252,My Quest,Movie,Romance,Not Specified,1995,140,TV-14,Spanish,USA,6.2,"135,680,978","164,970,469",1,6,FALSE,2020-10-12,FALSE
movie_0253,City Queen,Documentary,Fantasy,Not Specified,2013,99,TV-G,Spanish,USA,0.5,"68,373","28,637",1,6,TRUE,2020-11-04,TRUE
movie_0254,Empire Mystery,TV Series,Drama,Not Specified,2024,38,TV-14,English,Japan,7.1,"68,373","28,637",3,84,FALSE,2021-09-19,FALSE
movie_0255,Dark Legend,Movie,Animation,Sport,2024,127,R,Hindi,USA,3.4,"247,987","11,671,074",1,6,FALSE,2023-02-21,TRUE
movie_0256,Kingdom War,Stand-up Comedy,Thriller,Not Specified,2007,71,TV-14,English,USA,0.5,"68,373","28,637",1,6,FALSE,2025-03-07,TRUE
movie_0257,Dragon King,Movie,History,Not Specified,2001,109,PG-13,English,Japan,6.6,"3,393,573","40,319,055",1,6,TRUE,2022-07-25,FALSE
movie_0258,Adventure Love,Movie,Music,Not Specified,2009,161,TV-PG,English,USA,8.8,"1,206,373","28,637",1,6,FALSE,2021-10-29,FALSE
movie_0259,Princess Warrior,Movie,Crime,Not Specified,2004,114,TV-Y7,English,Canada,6.9,"702,469","25,878,525",1,6,TRUE,2022-02-03,FALSE
movie_0260,Love Love,Stand-up Comedy,Action,Not Specified,2018,55,PG-13,French,USA,4.7,"68,373","28,637",1,6,FALSE,2023-04-29,FALSE
movie_0261,Hero Dream,Movie,Biography,Crime,2013,88,G,Italian,USA,9.1,"169,741,881","28,637",1,6,FALSE,2025-04-11,TRUE
movie_0262,House Secret,Movie,Sport,Not Specified,2020,127,TV-G,English,USA,4.8,"68,373","5,863,373",1,6,FALSE,2023-02-02,FALSE
movie_0263,Big Ice,Movie,Music,Western,1994,93,TV-MA,Hindi,South Korea,0.5,"3,501,146","1,126,300",1,6,TRUE,2023-06-25,FALSE
movie_0264,Our Queen,Movie,Biography,Drama,2013,121,PG,English,South Korea,8.4,"8,714,072","35,270,961",1,6,FALSE,2022-09-26,FALSE
movie_0265,Warrior Fire,Movie,Western,Not Specified,1994,98,G,English,USA,4.5,"21,557,530","6,020,161",1,6,FALSE,2020-10-07,FALSE
movie_0266,Ice Fire,TV Series,Romance,Family,2005,59,TV-MA,English,Germany,4.1,"68,373","28,637",12,136,FALSE,2025-05-31,FALSE
movie_0267,Our War,Stand-up Comedy,Animation,Not Specified,2024,51,PG,Japanese,South Korea,8.3,"68,373","28,637",1,6,FALSE,2021-03-22,FALSE
movie_0268,Quest Empire,Movie,Comedy,Not Specified,2022,120,G,English,Japan,6.7,"11,481,343","727,483",1,6,FALSE,2025-01-20,FALSE
movie_0269,Secret Mystery,Documentary,Drama,Not Specified,2012,74,PG-13,Italian,UK,9.8,"68,373","28,637",1,6,FALSE,2024-10-25,FALSE
movie_0270,Secret Ice,Movie,Romance,Not Specified,2020,152,TV-G,English,UK,0.9,"389,524","492,518",1,6,FALSE,2022-11-01,TRUE
movie_0271,Our Mission,TV Series,Music,War,2013,66,PG-13,French,Japan,7.3,"68,373","28,637",1,78,TRUE,2020-12-04,TRUE
movie_0272,Day Fire,Movie,Family,Not Specified,2024,127,TV-Y,English,South Korea,6.9,"4,158,763","214,080,071",1,6,FALSE,2021-12-20,TRUE
movie_0273,New Adventure,Stand-up Comedy,Adventure,Not Specified,2003,54,TV-Y7,Italian,UK,6.1,"68,373","28,637",1,6,FALSE,2024-09-09,FALSE
movie_0274,Story Phoenix,Stand-up Comedy,Horror,Not Specified,1996,51,NC-17,Korean,USA,6.8,"68,373","28,637",1,6,TRUE,2024-11-11,FALSE
movie_0275,Night City,Stand-up Comedy,Drama,Not Specified,2007,67,TV-MA,English,USA,6.6,"68,373","28,637",1,6,FALSE,2025-05-09,FALSE
movie_0276,Dark Storm,TV Series,Family,Not Specified,1991,24,TV-Y,English,India,1.7,"68,373","28,637",7,106,FALSE,2022-02-23,FALSE
movie_0277,An Empire,TV Series,Adventure,Not Specified,1991,25,PG,English,USA,4.9,"68,373","28,637",12,183,TRUE,2025-04-04,FALSE
movie_0278,Dragon Storm,TV Series,Documentary,Not Specified,2023,63,TV-MA,Hindi,USA,6.6,"68,373","28,637",9,50,FALSE,2024-06-09,FALSE
movie_0279,My Adventure,TV Series,War,Sport,2011,53,TV-Y,English,USA,6.6,"68,373","28,637",13,77,FALSE,2022-06-21,TRUE
movie_0280,Legend Story,Movie,Mystery,Not Specified,1995,100,TV-14,Italian,USA,6.7,"4,869,656","523,538,611",1,6,FALSE,2020-09-23,FALSE
movie_0281,House Phoenix,Movie,Crime,Not Specified,2017,115,PG,English,USA,6.5,"68,373","394,055",1,6,FALSE,2022-07-21,FALSE
movie_0282,Secret Ice,Movie,Comedy,Drama,1997,90,TV-Y,English,USA,4.2,"2,199,222","32,143,697",1,6,FALSE,2024-03-05,TRUE
movie_0283,Big Mission,Movie,History,Not Specified,2009,118,TV-Y7,Spanish,UK,6.1,"1,107,126","28,637",1,6,TRUE,2024-04-22,TRUE
movie_0284,King Dragon,Movie,Romance,Western,1990,112,TV-14,English,USA,6.8,"3,329,576","45,321",1,6,TRUE,2021-05-15,FALSE
movie_0285,Dragon Dragon,Documentary,Horror,Not Specified,2024,85,PG,English,South Korea,0.5,"68,373","28,637",1,6,FALSE,2023-10-13,FALSE
movie_0286,First Queen,Stand-up Comedy,Thriller,Not Specified,1995,63,TV-Y7,Spanish,Germany,7.3,"68,373","28,637",1,6,FALSE,2022-10-03,TRUE
movie_0287,The Adventure,TV Series,Animation,Not Specified,1995,76,TV-Y7,Japanese,USA,2.7,"68,373","28,637",1,199,FALSE,2021-12-24,FALSE
movie_0288,Mystery Adventure,Stand-up Comedy,Music,Sci-Fi,2005,66,PG,German,USA,5.8,"68,373","28,637",1,6,TRUE,2021-02-24,FALSE
movie_0289,Love City,TV Series,Action,Adventure,2007,57,NC-17,English,Canada,8.2,"68,373","28,637",12,75,FALSE,2021-05-14,TRUE
movie_0290,Dark City,Documentary,Animation,War,1992,84,TV-MA,English,Germany,5.9,"68,373","28,637",1,6,FALSE,2023-03-16,FALSE
movie_0291,Princess War,Stand-up Comedy,Romance,Not Specified,2002,58,TV-G,English,USA,7.6,"68,373","28,637",1,6,FALSE,2024-11-06,FALSE
movie_0292,Family Princess,Movie,Adventure,Not Specified,2000,67,G,English,France,8.4,"68,373","35,807,632",1,6,FALSE,2023-05-17,FALSE
movie_0293,Quest Adventure,Movie,Adventure,Not Specified,2009,85,NC-17,English,Canada,7,"6,918,517","13,786,456",1,6,FALSE,2025-01-30,FALSE
movie_0294,King Kingdom,Movie,Horror,Western,1999,118,TV-MA,English,Canada,8.5,"3,103,842","1,012,901",1,6,FALSE,2025-05-01,FALSE
movie_0295,Little Dragon,TV Series,Fantasy,History,2011,50,G,English,USA,5.2,"68,373","28,637",2,27,FALSE,2020-11-06,FALSE
movie_0296,Ice Mystery,Movie,Documentary,Not Specified,2011,102,PG,French,USA,7.5,"2,650,811","28,637",1,6,FALSE,2024-11-01,FALSE
movie_0297,Secret Mission,Documentary,Thriller,Not Specified,1995,99,NC-17,English,USA,4.8,"68,373","28,637",1,6,FALSE,2022-11-02,FALSE
movie_0298,City Dream,Movie,Adventure,Not Specified,2014,121,PG-13,Korean,USA,6.9,"2,411,775","4,770,765",1,6,TRUE,2021-02-08,FALSE
movie_0299,Quest Mystery,TV Series,Biography,Not Specified,1986,36,R,French,Japan,7.4,"68,373","28,637",3,54,TRUE,2022-12-15,TRUE
movie_0300,House War,Movie,Sci-Fi,Not Specified,2024,155,NC-17,English,USA,6.9,"68,373","28,637",1,6,FALSE,2021-02-25,FALSE
movie_0301,Fire Battle,Movie,Horror,Not Specified,1991,108,TV-Y7,Japanese,USA,5.6,"902,788","27,378,941",1,6,FALSE,2024-11-20,FALSE
movie_0302,Bright Battle,Movie,Drama,Not Specified,1997,105,TV-MA,English,USA,0.5,"5,521,994","28,637",1,6,FALSE,2021-09-06,FALSE
movie_0303,Quest Princess,Movie,History,Western,1990,132,TV-Y,Japanese,USA,6.3,"27,892,159","12,209,704",1,6,FALSE,2022-04-28,TRUE
movie_0304,Dragon Warrior,Movie,History,Horror,2011,122,NC-17,Hindi,USA,6.3,"13,039,164","51,016,239",1,6,TRUE,2023-06-05,FALSE
movie_0305,Legend House,Movie,Adventure,Fantasy,1984,113,TV-MA,English,Japan,0.5,"68,373","53,455,628",1,6,TRUE,2021-06-14,FALSE
movie_0306,Warrior House,TV Series,Comedy,Not Specified,2009,45,G,English,UK,0.5,"68,373","28,637",1,83,FALSE,2021-10-02,FALSE
movie_0307,Dark Ice,Stand-up Comedy,Crime,Not Specified,2023,48,TV-Y,Italian,India,10,"68,373","28,637",1,6,FALSE,2024-03-02,FALSE
movie_0308,Old Dragon,Documentary,Western,Not Specified,2010,86,PG-13,Korean,Canada,3.2,"68,373","28,637",1,6,FALSE,2023-10-30,FALSE
movie_0309,War Legend,Movie,Sci-Fi,Not Specified,2006,151,TV-PG,English,USA,7.3,"809,242","69,363,028",1,6,FALSE,2023-11-03,TRUE
movie_0310,Legend Ice,Limited Series,Family,War,2003,32,R,English,USA,6.3,"68,373","28,637",14,86,FALSE,2021-01-24,FALSE
movie_0311,War Empire,Stand-up Comedy,Adventure,Not Specified,1993,72,TV-MA,English,USA,3.9,"68,373","28,637",1,6,TRUE,2023-01-16,FALSE
movie_0312,King Legend,TV Series,Romance,Not Specified,2019,64,PG,English,UK,7.4,"68,373","28,637",1,192,TRUE,2022-11-24,TRUE
movie_0313,Quest Love,TV Series,Adventure,War,2004,9,NC-17,English,Canada,0.5,"68,373","28,637",1,124,FALSE,2023-10-24,FALSE
movie_0314,Adventure Princess,Movie,Sci-Fi,Not Specified,2023,113,PG,English,India,0.5,"4,061,469","9,300,295",1,6,FALSE,2024-11-01,FALSE
movie_0315,Big Hero,Stand-up Comedy,Mystery,Fantasy,1997,51,R,English,Canada,7.9,"68,373","28,637",1,6,TRUE,2021-02-05,FALSE
movie_0316,Mystery Kingdom,Movie,History,Not Specified,2018,119,NC-17,Hindi,USA,6.8,"68,373","28,637",1,6,FALSE,2024-03-25,FALSE
movie_0317,Mystery Love,Movie,Drama,Not Specified,1996,87,TV-Y,French,South Korea,8.6,"68,373","544,577",1,6,TRUE,2025-03-25,TRUE
movie_0318,Mission Day,Movie,Crime,Not Specified,1994,117,TV-Y,English,USA,5.5,"1,807,059","57,074,574",1,6,FALSE,2021-05-12,FALSE
movie_0319,My Journey,Movie,Crime,Not Specified,1990,121,TV-Y7,Japanese,South Korea,5.3,"68,373","5,454,814",1,6,TRUE,2021-04-06,TRUE
movie_0320,Fire Queen,Movie,Documentary,Not Specified,1991,101,R,English,USA,5.3,"9,012,419","28,637",1,6,FALSE,2021-08-02,FALSE
movie_0321,First Family,Stand-up Comedy,Comedy,Not Specified,2014,534,TV-MA,English,Germany,0.5,"68,373","28,637",1,6,FALSE,2024-03-24,TRUE
movie_0322,Day Night,Movie,Western,Not Specified,2015,109,PG,Spanish,USA,6.2,"18,695,365","255,722,052",1,6,TRUE,2022-07-30,FALSE
movie_0323,Little City,Movie,Adventure,Mystery,2011,145,NC-17,English,Canada,4.4,"183,679","150,842,229",1,6,FALSE,2022-11-09,TRUE
movie_0324,Phoenix Dragon,Documentary,Fantasy,Not Specified,1994,66,PG,English,Canada,6.9,"68,373","28,637",1,6,FALSE,2021-01-02,TRUE
movie_0325,Dream Family,Stand-up Comedy,Sport,Not Specified,2011,64,TV-14,Hindi,Canada,4.8,"68,373","28,637",1,6,FALSE,2025-07-31,FALSE
movie_0326,Our Queen,Movie,Family,Not Specified,2018,98,TV-MA,English,South Korea,4.8,"68,373","28,637",1,6,FALSE,2023-02-12,FALSE
movie_0327,The Storm,TV Series,History,Drama,2005,48,G,English,USA,7.4,"68,373","28,637",2,164,FALSE,2021-10-05,FALSE
movie_0328,Mystery Day,Documentary,Horror,Family,2024,46,TV-Y7,Italian,USA,9.3,"68,373","28,637",1,6,FALSE,2021-04-15,FALSE
movie_0329,Battle Phoenix,Stand-up Comedy,Documentary,Not Specified,2021,49,TV-Y7,English,USA,6.6,"68,373","28,637",1,6,FALSE,2025-07-25,TRUE
movie_0330,Legend King,Documentary,Biography,Not Specified,2010,71,PG,English,UK,9.5,"68,373","28,637",1,6,FALSE,2023-12-06,FALSE
movie_0331,A Quest,TV Series,Family,Not Specified,2018,36,PG,Italian,UK,0.5,"68,373","28,637",3,138,TRUE,2020-12-01,FALSE
movie_0332,Queen Dream,Stand-up Comedy,Fantasy,Crime,1997,75,TV-Y7,Spanish,USA,6.5,"68,373","28,637",1,6,TRUE,2023-07-11,FALSE
movie_0333,The Dream,Movie,Action,Not Specified,2019,72,TV-14,Korean,USA,8,"3,004,314","28,637",1,6,TRUE,2020-11-09,FALSE
movie_0334,Story Warrior,Limited Series,Comedy,Not Specified,1998,39,TV-14,Hindi,India,6.2,"68,373","28,637",13,31,FALSE,2022-10-31,FALSE
movie_0335,Quest Mission,TV Series,Crime,Not Specified,2016,27,TV-14,Japanese,South Korea,0.5,"68,373","28,637",1,149,FALSE,2022-12-28,FALSE
movie_0336,Queen Warrior,Movie,Comedy,Not Specified,2006,183,G,English,UK,7.8,"1,807,604","71,561,859",1,6,TRUE,2021-02-09,FALSE
movie_0337,Storm Dream,TV Series,Documentary,Not Specified,2014,31,TV-Y7,French,USA,5.9,"68,373","28,637",7,199,TRUE,2024-08-12,FALSE
movie_0338,Old Mission,Movie,Romance,Sci-Fi,2004,106,NC-17,English,Canada,4.7,"262,233","90,979,995",1,6,TRUE,2022-01-24,FALSE
movie_0339,Big Empire,Movie,Fantasy,Sport,1961,106,PG-13,Spanish,Japan,7.5,"945,058","28,637",1,6,FALSE,2024-10-19,FALSE
movie_0340,Mission Quest,Movie,Documentary,Not Specified,2010,124,TV-Y,English,USA,6.3,"1,398,006","28,637",1,6,TRUE,2020-12-14,FALSE
movie_0341,Battle Ice,TV Series,Western,Not Specified,2005,64,NC-17,English,USA,6.3,"68,373","28,637",1,8,FALSE,2024-02-18,TRUE
movie_0342,Adventure Story,Movie,Biography,Not Specified,2001,103,TV-Y7,English,USA,7.4,"1,502,147","123,063,274",1,6,FALSE,2023-07-03,FALSE
movie_0343,Legend Mission,Movie,Animation,Not Specified,2022,119,PG-13,English,USA,0.5,"68,373","42,547,797",1,6,FALSE,2023-01-19,FALSE
movie_0344,Mystery Fire,Movie,Thriller,Not Specified,2017,110,PG,English,South Korea,5.1,"6,458,405","2,367,644",1,6,FALSE,2022-09-26,TRUE
movie_0345,Dark Secret,TV Series,Fantasy,Not Specified,2001,64,NC-17,English,USA,7.5,"68,373","28,637",3,146,FALSE,2023-02-19,FALSE
movie_0346,House City,TV Series,Animation,Sci-Fi,2008,30,TV-PG,English,South Korea,6.6,"68,373","28,637",2,50,FALSE,2023-01-02,FALSE
movie_0347,Story Warrior,TV Series,Comedy,Family,1996,51,NC-17,French,USA,4.9,"68,373","28,637",9,168,TRUE,2021-05-23,FALSE
movie_0348,Quest Adventure,TV Series,Sport,Family,2024,43,TV-PG,Spanish,USA,6.4,"68,373","28,637",13,123,TRUE,2025-01-10,FALSE
movie_0349,Fire King,Documentary,Romance,Not Specified,2018,101,PG,English,USA,7.3,"68,373","28,637",1,6,FALSE,2023-03-27,TRUE
movie_0350,Dragon Hero,Movie,History,Family,2020,91,G,English,South Korea,8,"16,253,067","28,637",1,6,FALSE,2021-08-19,TRUE
movie_0351,Family Story,TV Series,Family,Not Specified,2018,28,TV-Y,English,USA,0.5,"68,373","28,637",2,191,TRUE,2020-09-11,FALSE
movie_0352,New Kingdom,Documentary,Thriller,Not Specified,2022,54,TV-Y,Japanese,USA,6.1,"68,373","28,637",1,6,FALSE,2024-03-23,FALSE
movie_0353,Quest Hero,Limited Series,Action,Adventure,2009,437,NC-17,Italian,USA,5.5,"68,373","28,637",7,19,FALSE,2020-08-21,FALSE
